# Species	Genes	Alg.-Conn.	Ht_new.faa	Pb_new.faa	Pc_new.faa	Pf_new.faa	Pk_rmScaff_new.faa	Pv_new.faa	Py_new.faa	Tg_new.faa
8	10	0.104	542_g	3272_g,4993_g	1705_g	1471_g	1760_g	1676_g	2574_g	10869_g,11666_g
3	3	0.285	*	6875_g	1663_g	*	1720_g	*	*	*
3	3	0.284	*	*	*	*	*	266_g	1712_g	8660_g
3	3	0.284	*	*	1224_g	*	1270_g	1205_g	*	*
3	3	0.284	*	*	250_g	*	268_g	*	4443_g	*
3	3	0.283	*	*	1743_g	*	1786_g	1714_g	*	*
3	3	0.283	258_g	*	*	*	*	2188_g	1285_g	*
3	3	0.281	*	*	*	4332_g	*	2765_g	1920_g	*
3	3	0.281	*	*	2743_g	*	2811_g	2715_g	*	*
3	3	0.281	*	3754_g	*	752_g	*	*	712_g	*
3	3	0.281	1487_g	2945_g	*	4182_g	*	*	*	*
3	3	0.28	*	5469_g	*	910_g	*	3270_g	*	*
3	3	0.28	*	767_g	3369_g	*	*	3353_g	*	*
3	3	0.279	*	*	*	2478_g	2557_g	*	1529_g	*
3	3	0.279	*	*	3260_g	*	3326_g	3240_g	*	*
3	3	0.279	*	*	3530_g	3181_g	3608_g	*	*	*
3	3	0.279	489_g	2394_g	*	*	1664_g	*	*	*
3	3	0.278	*	*	1440_g	*	1486_g	1417_g	*	*
3	3	0.278	*	*	4802_g	*	4909_g	4797_g	*	*
3	3	0.278	*	*	991_g	*	1022_g	975_g	*	*
3	3	0.278	*	2908_g	727_g	*	*	*	69_g	*
3	3	0.277	*	*	1029_g	*	1063_g	1010_g	*	*
3	3	0.277	*	*	3535_g	*	3612_g	3540_g	*	*
3	3	0.277	*	2583_g	*	1924_g	*	1089_g	*	*
3	3	0.276	*	*	*	*	208_g	185_g	4385_g	*
3	3	0.275	*	2598_g	*	1216_g	*	*	*	3226_g
3	3	0.274	198_g	*	2474_g	2466_g	*	*	*	*
3	3	0.274	943_g	*	*	*	1896_g	*	2440_g	*
3	3	0.273	*	*	*	221_g	1089_g	1036_g	*	*
3	3	0.272	*	*	5334_g	*	*	4784_g	*	1763_g
3	3	0.271	*	3129_g	4024_g	*	*	*	2045_g	*
3	3	0.271	394_g	1324_g	91_g	*	*	*	*	*
3	3	0.27	*	5621_g	*	4672_g	*	*	869_g	*
3	3	0.269	*	*	1308_g	*	1355_g	1289_g	*	*
3	3	0.269	*	*	1930_g	57_g	*	1893_g	*	*
3	3	0.269	*	*	2248_g	*	2308_g	2205_g	*	*
3	3	0.269	1469_g	2187_g	*	*	*	*	*	2869_g
3	3	0.268	*	6550_g	4957_g	*	*	5639_g	*	*
3	3	0.268	477_g	*	3739_g	*	*	*	2978_g	*
3	3	0.267	*	*	3410_g	*	3491_g	3393_g	*	*
3	3	0.267	*	2457_g	648_g	*	*	*	774_g	*
3	3	0.267	*	485_g	*	4099_g	3943_g	*	*	*
3	3	0.266	*	*	3601_g	*	3686_g	3688_g	*	*
3	3	0.266	*	*	5066_g	*	4_g	5630_g	*	*
3	3	0.265	*	*	854_g	*	890_g	836_g	*	*
3	3	0.265	*	6639_g	*	*	*	5576_g	2726_g	*
3	3	0.264	*	1108_g	*	4594_g	163_g	*	*	*
3	3	0.264	*	6568_g	*	1314_g	*	*	2432_g	*
3	3	0.263	*	*	*	*	63_g	52_g	883_g	*
3	3	0.263	*	*	*	198_g	*	2031_g	1126_g	*
3	3	0.263	320_g	7112_g	*	*	*	*	3102_g	*
3	3	0.261	*	*	*	2832_g	4788_g	4678_g	*	*
3	3	0.261	*	3638_g	*	*	*	*	4245_g	2139_g
3	3	0.259	*	*	*	2688_g	4640_g	4536_g	*	*
3	3	0.258	*	4116_g	*	*	127_g	110_g	*	*
3	3	0.257	*	*	*	1573_g	1662_g	*	2674_g	*
3	3	0.254	*	*	3696_g	*	3784_g	*	3051_g	*
3	3	0.254	*	3726_g	*	*	919_g	864_g	*	*
3	3	0.254	1309_g	*	*	*	*	1741_g	2512_g	*
3	3	0.253	544_g	*	*	602_g	*	369_g	*	*
3	3	0.253	868_g	*	*	5020_g	2964_g	*	*	*
3	3	0.252	*	*	2265_g	*	2329_g	*	1319_g	*
3	3	0.252	*	*	3266_g	933_g	3332_g	*	*	*
3	3	0.252	*	3369_g	*	4449_g	*	*	1874_g	*
3	3	0.252	*	5630_g	*	1691_g	*	*	4785_g	*
3	3	0.251	*	*	*	2291_g	2370_g	*	1357_g	*
3	3	0.25	*	635_g	*	85_g	1997_g	*	*	*
3	3	0.249	*	*	31_g	4708_g	38_g	*	*	*
3	3	0.248	*	*	1198_g	1836_g	1243_g	*	*	*
3	3	0.246	*	1337_g	2512_g	*	*	2473_g	*	*
3	3	0.246	116_g	*	1594_g	1584_g	*	*	*	*
3	3	0.245	*	*	*	*	4072_g	3979_g	2090_g	*
3	3	0.245	*	*	*	*	4939_g	4825_g	3656_g	*
3	3	0.245	*	1546_g	4843_g	*	*	2485_g	*	*
3	3	0.245	*	361_g	3603_g	*	3688_g	*	*	*
3	3	0.245	1765_g	750_g	*	*	*	*	66_g	*
3	3	0.243	*	*	1933_g	60_g	*	1896_g	*	*
3	3	0.243	*	4688_g	*	*	*	3081_g	4216_g	*
3	3	0.243	*	6756_g	*	*	2277_g	*	1269_g	*
3	3	0.242	*	2653_g	*	2262_g	*	*	1328_g	*
3	3	0.242	878_g	*	*	4386_g	2806_g	*	*	*
3	3	0.241	*	4979_g	*	*	4464_g	*	2862_g	*
3	3	0.24	*	*	*	157_g	2074_g	1992_g	*	*
3	3	0.239	*	*	3145_g	*	3220_g	*	4178_g	*
3	3	0.238	*	1374_g	1211_g	*	1257_g	*	*	*
3	3	0.238	1307_g	*	*	*	3695_g	2729_g	*	*
3	3	0.236	*	*	2734_g	*	*	2705_g	1976_g	*
3	3	0.231	*	*	2714_g	4410_g	*	2686_g	*	*
3	3	0.23	*	3490_g	*	*	*	3831_g	*	2342_g
3	3	0.229	*	*	*	2496_g	2579_g	2464_g	*	*
3	3	0.229	*	*	2623_g	*	2696_g	2600_g	*	*
3	3	0.229	*	6714_g	1189_g	*	*	*	560_g	*
3	3	0.228	*	*	*	3102_g	4238_g	4154_g	*	*
3	3	0.228	*	2581_g	*	*	*	1087_g	474_g	*
3	3	0.227	*	*	*	*	1131_g	1077_g	*	1263_g
3	3	0.225	*	13_g	3307_g	*	3377_g	*	*	*
3	3	0.224	*	*	4029_g	*	4126_g	*	2039_g	*
3	3	0.224	*	*	4818_g	*	4924_g	*	3669_g	*
3	3	0.223	*	2474_g	*	603_g	*	*	1738_g	*
3	3	0.221	*	*	*	3287_g	*	3657_g	*	3311_g
3	3	0.218	*	6880_g	1657_g	*	1716_g	*	*	*
3	3	0.217	*	*	*	*	3981_g	443_g	78_g	*
3	3	0.217	*	*	*	1137_g	3023_g	2914_g	*	*
3	3	0.217	*	*	440_g	*	*	425_g	1684_g	*
3	3	0.211	*	3527_g	*	2254_g	*	*	1321_g	*
3	3	0.211	*	5203_g	*	*	368_g	*	*	270_g
3	3	0.21	*	*	4275_g	*	*	4285_g	2941_g	*
3	3	0.199	*	6852_g	*	3815_g	*	1126_g	*	*
3	3	0.198	*	*	*	5115_g	3503_g	3421_g	*	*
3	3	0.192	*	*	5080_g	*	*	5646_g	3005_g	*
3	3	0.191	*	6512_g	1216_g	*	*	*	586_g	*
3	3	0.191	733_g	804_g	*	3137_g	*	*	*	*
3	3	0.189	*	3255_g	*	*	256_g	229_g	*	*
3	3	0.189	*	4843_g	*	*	*	2998_g	1994_g	*
3	3	0.189	647_g	*	4621_g	*	4732_g	*	*	*
3	3	0.186	*	*	*	*	1166_g	1108_g	496_g	*
3	3	0.177	*	5676_g	*	*	1899_g	*	1051_g	*
3	3	0.167	*	3367_g	*	4060_g	*	*	2253_g	*
3	3	0.166	*	1547_g	*	283_g	*	*	364_g	*
3	3	0.164	*	*	*	1418_g	*	*	2524_g	3225_g
3	3	0.163	*	*	1894_g	4770_g	*	1858_g	*	*
3	3	0.162	*	*	770_g	4283_g	807_g	*	*	*
3	3	0.161	*	6854_g	*	4378_g	*	2718_g	*	*
3	3	0.157	*	*	4800_g	2945_g	*	4796_g	*	*
3	3	0.152	*	224_g	4590_g	*	*	*	3884_g	*
3	3	0.141	*	1472_g	*	*	4845_g	*	3744_g	*
3	3	0.138	*	*	*	506_g	*	674_g	101_g	*
3	3	0.137	*	*	*	2689_g	35_g	*	*	2813_g
3	3	0.126	*	*	4216_g	*	*	2142_g	1236_g	*
3	3	0.125	*	890_g	*	*	*	1223_g	612_g	*
3	3	0.109	1334_g	*	379_g	*	387_g	*	*	*
3	3	0.108	*	776_g	*	3906_g	*	*	658_g	*
3	3	0.107	*	*	*	*	*	357_g	1748_g	8032_g
3	3	0.104	*	*	*	1632_g	*	1519_g	1618_g	*
3	3	0.0783	*	*	*	4083_g	2178_g	3835_g	*	*
3	3	0.0703	*	6668_g	*	*	497_g	967_g	*	*
2	6	0.161	*	2408_g	*	*	*	*	1809_g,4063_g,4281_g,4639_g,4904_g	*
2	5	0.197	*	*	5090_g,5097_g,5624_g,5747_g	*	*	5177_g	*	*
2	5	0.193	*	1603_g	*	*	*	*	2000_g,26_g,4058_g,4682_g	*
2	5	0.193	*	3788_g	*	*	*	*	30_g,3651_g,4638_g,4872_g	*
2	5	0.102	*	5610_g,1743_g	*	*	*	*	946_g,4626_g,1795_g	*
2	5	0.101	*	5587_g,6566_g	*	*	*	*	3645_g,4119_g,4863_g	*
2	4	0.496	*	*	*	1359_g,1358_g	*	*	*	4971_g,5443_g
2	4	0.25	*	*	*	*	119_g	102_g,5508_g,5569_g	*	*
2	4	0.25	*	*	*	*	3452_g	*	*	14305_g,6947_g,7964_g
2	4	0.248	*	*	*	*	2225_g	5522_g,5563_g,2125_g	*	*
2	4	0.248	*	*	4799_g	*	*	5480_g,5481_g,5566_g	*	*
2	4	0.244	*	1888_g,6373_g,6421_g	*	*	*	*	29_g	*
2	4	0.244	*	5615_g	*	*	*	*	3292_g,4669_g,4917_g	*
2	4	0.146	*	6551_g,6369_g	*	*	*	*	168_g,4908_g	*
2	4	0.14	*	*	5550_g,5704_g	*	*	5432_g,5379_g	*	*
2	3	0.333	*	*	*	*	*	*	1088_g	438_g,737_g
2	3	0.333	*	*	*	*	*	*	1482_g	10943_g,11740_g
2	3	0.333	*	*	*	*	*	*	1764_g	4744_g,5216_g
2	3	0.333	*	*	*	*	*	*	2609_g	13164_g,9501_g
2	3	0.333	*	*	*	*	*	*	2974_g	10552_g,11349_g
2	3	0.333	*	*	*	*	*	*	3830_g	13374_g,9294_g
2	3	0.333	*	*	*	*	*	*	4313_g	10785_g,11582_g
2	3	0.333	*	*	*	*	*	*	4475_g	12654_g,9869_g
2	3	0.333	*	*	*	*	*	*	4501_g	10362_g,12162_g
2	3	0.333	*	*	*	*	*	*	569_g	11062_g,11859_g
2	3	0.333	*	*	*	*	*	1182_g	*	2135_g,2424_g
2	3	0.333	*	*	*	*	*	1227_g	*	11297_g,12094_g
2	3	0.333	*	*	*	*	*	1336_g	*	10922_g,11719_g
2	3	0.333	*	*	*	*	*	1350_g	*	6044_g,6208_g
2	3	0.333	*	*	*	*	*	1506_g	*	5902_g,6350_g
2	3	0.333	*	*	*	*	*	1554_g	*	1083_g,1555_g
2	3	0.333	*	*	*	*	*	1616_g	*	7043_g,7872_g
2	3	0.333	*	*	*	*	*	1771_g	*	10363_g,12161_g
2	3	0.333	*	*	*	*	*	1906_g	*	12653_g,9870_g
2	3	0.333	*	*	*	*	*	1987_g	*	411_g,764_g
2	3	0.333	*	*	*	*	*	2007_g	*	8717_g,3937_g
2	3	0.333	*	*	*	*	*	3176_g	*	10982_g,11779_g
2	3	0.333	*	*	*	*	*	3488_g	*	3120_g,3801_g
2	3	0.333	*	*	*	*	*	4023_g	*	6968_g,7944_g
2	3	0.333	*	*	*	*	*	4029_g	*	13486_g,9179_g
2	3	0.333	*	*	*	*	*	4249_g	*	10652_g,11449_g
2	3	0.333	*	*	*	*	*	4377_g	*	6794_g,8119_g
2	3	0.333	*	*	*	*	1377_g	*	*	3579_g,2898_g
2	3	0.333	*	*	*	*	1422_g	*	*	10095_g,12426_g
2	3	0.333	*	*	*	*	1552_g	*	*	7406_g,7511_g
2	3	0.333	*	*	*	*	1563_g	*	*	3926_g,8706_g
2	3	0.333	*	*	*	*	2283_g	*	*	10927_g,11724_g
2	3	0.333	*	*	*	*	2457_g	*	*	6757_g,8154_g
2	3	0.333	*	*	*	*	2650_g	*	*	8457_g,4442_g
2	3	0.333	*	*	*	*	2903_g	*	*	7394_g,7524_g
2	3	0.333	*	*	*	*	3027_g	*	*	1152_g,1485_g
2	3	0.333	*	*	*	*	3131_g	*	*	12951_g,9710_g
2	3	0.333	*	*	*	*	3355_g	*	*	10909_g,11706_g
2	3	0.333	*	*	*	*	365_g	*	*	188_g,201_g
2	3	0.333	*	*	*	*	3837_g	*	*	13216_g,9449_g
2	3	0.333	*	*	*	*	3909_g	*	*	13510_g,9156_g
2	3	0.333	*	*	*	*	4494_g	*	*	10918_g,11715_g
2	3	0.333	*	*	*	1491_g	*	*	*	4941_g,5413_g
2	3	0.333	*	*	*	1545_g	*	*	*	10558_g,11355_g
2	3	0.333	*	*	*	1957_g	*	*	*	12911_g,9751_g
2	3	0.333	*	*	*	2049_g	*	*	*	807_g,1624_g
2	3	0.333	*	*	*	2370_g	*	*	*	12937_g,9725_g
2	3	0.333	*	*	*	2523_g	*	*	*	12624_g,9899_g
2	3	0.333	*	*	*	2727_g	*	*	*	1772_g,955_g
2	3	0.333	*	*	*	2771_g	*	*	*	11122_g,11919_g
2	3	0.333	*	*	*	2943_g	*	*	*	5963_g,6289_g
2	3	0.333	*	*	*	2974_g	*	*	*	7446_g,7473_g
2	3	0.333	*	*	*	2976_g	*	*	*	13484_g,9181_g
2	3	0.333	*	*	*	3260_g	*	*	*	7200_g,7717_g
2	3	0.333	*	*	*	4180_g	*	*	*	12958_g,9703_g
2	3	0.333	*	*	*	4346_g	*	*	*	11054_g,11851_g
2	3	0.333	*	*	*	4404_g	*	*	*	5995_g,6256_g
2	3	0.333	*	*	*	4636_g	*	*	*	12990_g,9671_g
2	3	0.333	*	*	*	4797_g	*	*	*	4344_g,8264_g
2	3	0.333	*	*	*	802_g	*	*	*	6048_g,6204_g
2	3	0.333	*	*	*	924_g	*	*	*	10432_g,12827_g
2	3	0.333	*	*	1280_g	*	*	*	*	2871_g,3552_g
2	3	0.333	*	*	1303_g	*	1349_g,1350_g	*	*	*
2	3	0.333	*	*	1406_g	*	*	*	*	10655_g,11452_g
2	3	0.333	*	*	2074_g	*	*	*	*	6033_g,6219_g
2	3	0.333	*	*	241_g	*	*	*	*	12689_g,9834_g
2	3	0.333	*	*	2970_g	*	134_g,1658_g	*	*	*
2	3	0.333	*	*	4227_g	*	*	*	*	5767_g,6481_g
2	3	0.333	*	*	4761_g	*	*	*	*	6837_g,8076_g
2	3	0.333	*	*	5101_g,5102_g	*	*	3503_g	*	*
2	3	0.333	*	*	5115_g	*	*	4997_g,5626_g	*	*
2	3	0.333	*	*	5273_g,5299_g	*	*	4986_g	*	*
2	3	0.333	*	*	5730_g,5773_g	*	*	5164_g	*	*
2	3	0.333	*	*	621_g	*	*	*	*	6926_g,7986_g
2	3	0.333	*	*	666_g	*	*	*	*	12701_g,9822_g
2	3	0.333	*	1197_g	*	*	*	*	*	5769_g,6479_g
2	3	0.333	*	1503_g	*	*	*	*	*	3046_g,3727_g
2	3	0.333	*	1565_g	*	*	*	*	4282_g,4635_g	*
2	3	0.333	*	1821_g	*	*	*	*	*	1988_g,2272_g
2	3	0.333	*	2215_g	*	*	*	*	*	526_g,648_g
2	3	0.333	*	2670_g	*	*	*	*	*	10059_g,12461_g
2	3	0.333	*	3321_g	*	*	*	*	*	5796_g,6453_g
2	3	0.333	*	3428_g	*	*	*	*	*	10802_g,11599_g
2	3	0.333	*	3756_g	*	*	*	*	*	7319_g,7600_g
2	3	0.333	*	4266_g	*	*	*	*	*	7203_g,7714_g
2	3	0.333	*	5299_g,901_g	1538_g	*	*	*	*	*
2	3	0.333	*	5588_g,5598_g	*	*	*	*	941_g	*
2	3	0.333	*	6407_g,6984_g	*	*	*	*	4630_g	*
2	3	0.333	*	6428_g	*	*	*	*	*	10666_g,11463_g
2	3	0.333	*	977_g	*	2559_g,4940_g	*	*	*	*
2	3	0.333	152_g	*	*	*	*	*	*	10139_g,12382_g
2	3	0.333	1532_g	*	*	*	*	*	*	1228_g,1411_g
2	3	0.333	1919_g	*	*	*	*	*	*	13327_g,9342_g
2	3	0.333	701_g	*	*	*	*	*	*	7116_g,7801_g
2	3	0.332	*	*	5051_g,5060_g	*	*	3015_g	*	*
2	3	0.332	*	184_g,4938_g	261_g	*	*	*	*	*
2	3	0.332	*	2802_g,5373_g	*	*	*	*	2853_g	*
2	3	0.331	*	*	5007_g	*	*	5063_g,5625_g	*	*
2	3	0.33	*	4253_g,5592_g	*	*	*	*	3509_g	*
2	3	0.33	281_g	4450_g,6055_g	*	*	*	*	*	*
2	3	0.329	*	*	*	*	*	*	1313_g	4285_g,8320_g
2	3	0.329	*	6303_g,6476_g	*	*	*	*	3508_g	*
2	3	0.329	*	6410_g	*	*	*	*	3634_g,933_g	*
2	3	0.329	*	6477_g	*	*	*	*	170_g,4073_g	*
2	3	0.328	*	*	*	1867_g	*	*	2022_g,530_g	*
2	3	0.328	*	1159_g	*	*	*	*	2396_g,3487_g	*
2	3	0.328	*	2385_g	*	*	*	*	2995_g,4869_g	*
2	3	0.328	*	5233_g	*	*	*	*	3278_g,4061_g	*
2	3	0.328	*	6594_g	*	*	*	*	1797_g,3504_g	*
2	3	0.327	*	*	*	*	202_g,4947_g	*	4356_g	*
2	3	0.327	*	*	4941_g,5238_g	*	*	5619_g	*	*
2	3	0.327	*	*	5122_g,5186_g	*	*	3506_g	*	*
2	3	0.327	*	*	5631_g	*	*	5025_g,5582_g	*	*
2	3	0.327	*	3703_g	*	*	*	*	3493_g,4899_g	*
2	3	0.326	*	5581_g	*	*	*	*	4070_g,4071_g	*
2	3	0.324	*	*	5139_g,5159_g	*	*	3571_g	*	*
2	2	1	*	*	*	*	*	*	1233_g	8227_g
2	2	1	*	*	*	*	*	*	1311_g	3258_g
2	2	1	*	*	*	*	*	*	1701_g	3550_g
2	2	1	*	*	*	*	*	*	1763_g	408_g
2	2	1	*	*	*	*	*	*	2588_g	8079_g
2	2	1	*	*	*	*	*	*	2612_g	1916_g
2	2	1	*	*	*	*	*	*	3075_g	8526_g
2	2	1	*	*	*	*	*	*	3697_g	946_g
2	2	1	*	*	*	*	*	*	4031_g	779_g
2	2	1	*	*	*	*	*	*	4543_g	1068_g
2	2	1	*	*	*	*	*	*	714_g	8423_g
2	2	1	*	*	*	*	*	1051_g	439_g	*
2	2	1	*	*	*	*	*	1133_g	519_g	*
2	2	1	*	*	*	*	*	1145_g	532_g	*
2	2	1	*	*	*	*	*	116_g	818_g	*
2	2	1	*	*	*	*	*	1180_g	*	6167_g
2	2	1	*	*	*	*	*	1229_g	4688_g	*
2	2	1	*	*	*	*	*	1259_g	4717_g	*
2	2	1	*	*	*	*	*	1300_g	4757_g	*
2	2	1	*	*	*	*	*	1368_g	*	2027_g
2	2	1	*	*	*	*	*	1382_g	4839_g	*
2	2	1	*	*	*	*	*	1386_g	4843_g	*
2	2	1	*	*	*	*	*	13_g	918_g	*
2	2	1	*	*	*	*	*	1440_g	4109_g	*
2	2	1	*	*	*	*	*	1452_g	3301_g	*
2	2	1	*	*	*	*	*	1494_g	3337_g	*
2	2	1	*	*	*	*	*	1517_g	3357_g	*
2	2	1	*	*	*	*	*	1665_g	2586_g	*
2	2	1	*	*	*	*	*	173_g	4372_g	*
2	2	1	*	*	*	*	*	1827_g	2433_g	*
2	2	1	*	*	*	*	*	1937_g	1038_g	*
2	2	1	*	*	*	*	*	1949_g	1050_g	*
2	2	1	*	*	*	*	*	2043_g	1138_g	*
2	2	1	*	*	*	*	*	2136_g	1231_g	*
2	2	1	*	*	*	*	*	2137_g	1232_g	*
2	2	1	*	*	*	*	*	2151_g	*	8799_g
2	2	1	*	*	*	*	*	235_g	4438_g	*
2	2	1	*	*	*	*	*	240_g	4444_g	*
2	2	1	*	*	*	*	*	2612_g	724_g	*
2	2	1	*	*	*	*	*	2638_g	751_g	*
2	2	1	*	*	*	*	*	2745_g	1936_g	*
2	2	1	*	*	*	*	*	2779_g	1905_g	*
2	2	1	*	*	*	*	*	2857_g	2758_g	*
2	2	1	*	*	*	*	*	2947_g	*	13469_g
2	2	1	*	*	*	*	*	3237_g	3209_g	*
2	2	1	*	*	*	*	*	3255_g	3225_g	*
2	2	1	*	*	*	*	*	3336_g	4525_g	*
2	2	1	*	*	*	*	*	3479_g	1798_g	*
2	2	1	*	*	*	*	*	3483_g	3006_g	*
2	2	1	*	*	*	*	*	3528_g	1845_g	*
2	2	1	*	*	*	*	*	3634_g	488_g	*
2	2	1	*	*	*	*	*	3649_g	3099_g	*
2	2	1	*	*	*	*	*	3751_g	*	6738_g
2	2	1	*	*	*	*	*	3819_g	2248_g	*
2	2	1	*	*	*	*	*	3836_g	2229_g	*
2	2	1	*	*	*	*	*	383_g	1723_g	*
2	2	1	*	*	*	*	*	3855_g	2209_g	*
2	2	1	*	*	*	*	*	4076_g	3518_g	*
2	2	1	*	*	*	*	*	408_g	1699_g	*
2	2	1	*	*	*	*	*	4096_g	3539_g	*
2	2	1	*	*	*	*	*	4172_g	*	3457_g
2	2	1	*	*	*	*	*	423_g	1686_g	*
2	2	1	*	*	*	*	*	4275_g	2304_g	*
2	2	1	*	*	*	*	*	4638_g	*	313_g
2	2	1	*	*	*	*	*	4682_g	3790_g	*
2	2	1	*	*	*	*	*	4808_g	3671_g	*
2	2	1	*	*	*	*	*	491_g	1615_g	*
2	2	1	*	*	*	*	*	498_g	1608_g	*
2	2	1	*	*	*	*	*	5670_g	3046_g	*
2	2	1	*	*	*	*	*	790_g	*	8868_g
2	2	1	*	*	*	*	*	806_g	212_g	*
2	2	1	*	*	*	*	*	875_g	278_g	*
2	2	1	*	*	*	*	*	881_g	284_g	*
2	2	1	*	*	*	*	*	970_g	359_g	*
2	2	1	*	*	*	*	1051_g	*	389_g	*
2	2	1	*	*	*	*	1056_g	*	395_g	*
2	2	1	*	*	*	*	1088_g	1035_g	*	*
2	2	1	*	*	*	*	1111_g	*	*	55_g
2	2	1	*	*	*	*	1119_g	1066_g	*	*
2	2	1	*	*	*	*	1138_g	1084_g	*	*
2	2	1	*	*	*	*	1146_g	1092_g	*	*
2	2	1	*	*	*	*	1154_g	1098_g	*	*
2	2	1	*	*	*	*	1159_g	*	490_g	*
2	2	1	*	*	*	*	116_g	101_g	*	*
2	2	1	*	*	*	*	1182_g	1122_g	*	*
2	2	1	*	*	*	*	1228_g	1165_g	*	*
2	2	1	*	*	*	*	1238_g	*	563_g	*
2	2	1	*	*	*	*	1247_g	1184_g	*	*
2	2	1	*	*	*	*	1275_g	*	598_g	*
2	2	1	*	*	*	*	13_g	*	925_g	*
2	2	1	*	*	*	*	1412_g	1341_g	*	*
2	2	1	*	*	*	*	1595_g	*	3363_g	*
2	2	1	*	*	*	*	1642_g	*	2684_g	*
2	2	1	*	*	*	*	1690_g	*	2647_g	*
2	2	1	*	*	*	*	1699_g	1612_g	*	*
2	2	1	*	*	*	*	1762_g	*	2572_g	*
2	2	1	*	*	*	*	1766_g	*	2568_g	*
2	2	1	*	*	*	*	1796_g	1724_g	*	*
2	2	1	*	*	*	*	1803_g	*	*	2544_g
2	2	1	*	*	*	*	1850_g	*	2480_g	*
2	2	1	*	*	*	*	1862_g	*	2469_g	*
2	2	1	*	*	*	*	1871_g	1797_g	*	*
2	2	1	*	*	*	*	1892_g	1817_g	*	*
2	2	1	*	*	*	*	1934_g	1862_g	*	*
2	2	1	*	*	*	*	1947_g	*	976_g	*
2	2	1	*	*	*	*	1967_g	*	995_g	*
2	2	1	*	*	*	*	1999_g	*	1024_g	*
2	2	1	*	*	*	*	2007_g	1929_g	*	*
2	2	1	*	*	*	*	2076_g	1994_g	*	*
2	2	1	*	*	*	*	2085_g	2002_g	*	*
2	2	1	*	*	*	*	2140_g	1855_g	*	*
2	2	1	*	*	*	*	2230_g	*	1225_g	*
2	2	1	*	*	*	*	2398_g	*	1383_g	*
2	2	1	*	*	*	*	2440_g	2366_g	*	*
2	2	1	*	*	*	*	2453_g	2335_g	*	*
2	2	1	*	*	*	*	2456_g	2339_g	*	*
2	2	1	*	*	*	*	2465_g	2348_g	*	*
2	2	1	*	*	*	*	2471_g	2353_g	*	*
2	2	1	*	*	*	*	2476_g	2358_g	*	*
2	2	1	*	*	*	*	2500_g	*	1477_g	*
2	2	1	*	*	*	*	2507_g	2395_g	*	*
2	2	1	*	*	*	*	2509_g	2397_g	*	*
2	2	1	*	*	*	*	2627_g	2532_g	*	*
2	2	1	*	*	*	*	2678_g	2581_g	*	*
2	2	1	*	*	*	*	2726_g	*	3943_g	*
2	2	1	*	*	*	*	2800_g	2704_g	*	*
2	2	1	*	*	*	*	2809_g	2713_g	*	*
2	2	1	*	*	*	*	2813_g	2717_g	*	*
2	2	1	*	*	*	*	2855_g	2757_g	*	*
2	2	1	*	*	*	*	2857_g	*	1924_g	*
2	2	1	*	*	*	*	285_g	255_g	*	*
2	2	1	*	*	*	*	2911_g	2807_g	*	*
2	2	1	*	*	*	*	2935_g	*	2784_g	*
2	2	1	*	*	*	*	2946_g	2838_g	*	*
2	2	1	*	*	*	*	304_g	*	4474_g	*
2	2	1	*	*	*	*	3053_g	*	3421_g	*
2	2	1	*	*	*	*	3057_g	*	3425_g	*
2	2	1	*	*	*	*	3063_g	*	3431_g	*
2	2	1	*	*	*	*	3089_g	2972_g	*	*
2	2	1	*	*	*	*	308_g	*	4477_g	*
2	2	1	*	*	*	*	309_g	290_g	*	*
2	2	1	*	*	*	*	310_g	*	4480_g	*
2	2	1	*	*	*	*	3136_g	*	4254_g	*
2	2	1	*	*	*	*	3165_g	3071_g	*	*
2	2	1	*	*	*	*	3168_g	3074_g	*	*
2	2	1	*	*	*	*	317_g	299_g	*	*
2	2	1	*	*	*	*	3198_g	3095_g	*	*
2	2	1	*	*	*	*	3210_g	3108_g	*	*
2	2	1	*	*	*	*	3215_g	3113_g	*	*
2	2	1	*	*	*	*	3223_g	3122_g	*	*
2	2	1	*	*	*	*	3234_g	3133_g	*	*
2	2	1	*	*	*	*	3268_g	3172_g	*	*
2	2	1	*	*	*	*	3324_g	3238_g	*	*
2	2	1	*	*	*	*	3334_g	*	3219_g	*
2	2	1	*	*	*	*	3345_g	*	3228_g	*
2	2	1	*	*	*	*	336_g	321_g	*	*
2	2	1	*	*	*	*	3423_g	4020_g	*	*
2	2	1	*	*	*	*	3461_g	3365_g	*	*
2	2	1	*	*	*	*	3474_g	3376_g	*	*
2	2	1	*	*	*	*	3501_g	3419_g	*	*
2	2	1	*	*	*	*	3511_g	3429_g	*	*
2	2	1	*	*	*	*	3532_g	3448_g	*	*
2	2	1	*	*	*	*	3541_g	3457_g	*	*
2	2	1	*	*	*	*	3546_g	3462_g	*	*
2	2	1	*	*	*	*	3571_g	3484_g	*	*
2	2	1	*	*	*	*	3572_g	3485_g	*	*
2	2	1	*	*	*	*	3580_g	3510_g	*	*
2	2	1	*	*	*	*	3633_g	3560_g	*	*
2	2	1	*	*	*	*	3648_g	3722_g	*	*
2	2	1	*	*	*	*	3667_g	*	3155_g	*
2	2	1	*	*	*	*	3681_g	3693_g	*	*
2	2	1	*	*	*	*	3742_g	*	3088_g	*
2	2	1	*	*	*	*	3766_g	3618_g	*	*
2	2	1	*	*	*	*	380_g	*	1743_g	*
